id,keyword,place,tweet,lemmatized_tweet,disaster
6475,injured,"Richmond, VA, USA",BravesNinja davidbrelsford For Fredie before being injured this year it was a great deal,BravesNinja davidbrelsford For Fredie before be injured this year it be a great deal,0
6476,injured,| INDIA |,RT Udhampur teror atack Militants atack police post  SPOs injured Suspected militants tonight at htptcowNhphZ News,RT Udhampur teror atack Militants atack police post SPOs injured Suspected militant tonight at htptcowNhphZ News,1
6479,injured,Pune,TOIndia Udhampur teror atack Militants atack police post  SPOs injured Suspected militants tonight a htptcoEWCkcfBI,TOIndia Udhampur teror atack Militants atack police post SPOs injured Suspected militant tonight a htptcoEWCkcfBI,1
6483,injured,unknown,Nelum Valey ten dies in dud shel explosion MUZAFARABAD A tenage boy was kiled and his per was injuredÛ htptcoGuRdZEPMhu,Nelum Valey ten dy in dud shel explosion MUZAFARABAD A tenage boy be kiled and his per be injuredÛ htptcoGuRdZEPMhu,1
6487,injuries,"chapel hill, cary n.c.",wral there are now  fire trucks and  ambulances at Welington ridge lp in Cary one of the units is on fire not sure on injuries,wral there be now fire truck and ambulance at Welington ridge lp in Cary one of the unit be on fire not sure on injury,1
6488,injuries,Edmonton,EdmontonEsks SB Adarius Bowman says team leadership and depth have helped through some key injuries htpstcohCnmZsfNcI yeg,EdmontonEsks SB Adarius Bowman say team leadership and depth have help through some key injury htpstcohCnmZsfNcI yeg,0
6489,injuries,unknown, Comon Runing Injuries and How to Avoid Them htptcoHWLpWmXr,Comon Runing Injuries and How to Avoid Them htptcoHWLpWmXr,0
6496,injuries,"Glendale, AZ", Arizona Cardinals news Jaron Brown makes headlines minor injuries continue to build htptcoQxKncvlrh htptcoKJnhNPMxGr,Arizona Cardinals news Jaron Brown make headline minor injury continue to build htptcoQxKncvlrh htptcoKJnhNPMxGr,0
6498,injuries,North Carolina,RVachianoNYDN NYDNSports glad to se a carer rebirth for him Loved him in Carolina injuries just caught up to him,RVachianoNYDN NYDNSports glad to se a carer rebirth for him Loved him in Carolina injury just caught up to him,0
6502,injuries,unknown,nflnetwork AZCardinals whats up with al the injuries,nflnetwork AZCardinals whats up with al the injury,0
6503,injuries,unknown,JaeSmothCYB he was going to be We stil have our leading rusher from LY so we should be ight baring any injuries,JaeSmothCYB he be go to be We stil have our lead rusher from LY so we should be ight baring any injury,0
6507,injuries,"San Francisco, CA",San Francisco  I E Hit and Run No Injuries htptcolpTBuKzH,San Francisco I E Hit and Run No Injuries htptcolpTBuKzH,0
6508,injuries,unknown,cmon injury bug this shit aint funy we sufered enough injuries last year,cmon injury bug this shit aint funy we sufered enough injury last year,0
6509,injuries,Covering the U.S.A.,BreakingNews Mva Multiple Injuries Saint Petersburg FL E requesting R amp  sunstar units for injuriesÛ htptcoXRysEpQhL,BreakingNews Mva Multiple Injuries Saint Petersburg FL E request R amp sunstar unit for injuriesÛ htptcoXRysEpQhL,0
6517,injuries,unknown,ringsau and injuries can acount for elevated levels of tb Richard,ringsau and injury can acount for elevate level of tb Richard,0
6521,injuries,"Phoenix, AZ",Lets be thankful most of these injuries are minor amp its stil camp Relax a litle birdgang No one is cursed amp no injury bug hit,Lets be thankful most of these injury be minor amp it stil camp Relax a litle birdgang No one be curse amp no injury bug hit,0
6522,injuries,Michigan,MichiganAutoLaws SteveGursten wil discus autoacidents amp socaled mild TBIs on his JusticeDotOrg webinar htptcoZUMmluCYS,MichiganAutoLaws SteveGursten wil discus autoacidents amp socaled mild TBIs on his JusticeDotOrg webinar htptcoZUMmluCYS,0
6524,injuries,"Michigan, USA",If Tyuler Colins could become Andy Dirks before the  injuriesthat would be uiseful,If Tyuler Colins could become Andy Dirks before the injuriesthat would be uiseful,0
6526,injuries,Fantasy Land,I gues this is where Im confused sites have wek one pricing up alredy We havent even had injuries yet,I gues this be where Im confuse site have wek one pricing up alredy We havent even have injury yet,0
6531,injuries,unknown,No injuries reported after Gren Line train derails on South Side htptconMHuHbjC,No injury report after Gren Line train derails on South Side htptconMHuHbjC,1
6533,injuries,"Kibworth Beauchamp, England",Wishing injuries on oposition players I get rivalry but mis me with al that pety shit,Wishing injury on oposition player I get rivalry but mi me with al that pety shit,0
6538,injury,3/12 + Jake Miller,Low selfestem is a comon cause of self injury afecting over  of young people personaly or someone they know htpstcoxeLoapZpR,Low selfestem be a comon cause of self injury afecting over of young people personaly or someone they know htpstcoxeLoapZpR,0
6539,injury,unknown,CLEAREDincident with injuryI iner lop Exit  MD Georgia Ave Silver Spring,CLEAREDincident with injuryI iner lop Exit MD Georgia Ave Silver Spring,1
6544,injury,unknown,incident with injuryI iner lop Exit  MD Georgia Ave Silver Spring,incident with injuryI iner lop Exit MD Georgia Ave Silver Spring,1
6557,injury,www.dorsavi.com,Supermarket chains recording worst injury rates among ASX companies safety htptconjivnrYr,Supermarket chain record bad injury rate among ASX company safety htptconjivnrYr,0
6558,injury,unknown,Ankle injury to kep SpursÛª Marjanovic out of Eurobasket htptcoUBCgEHqyN spurs NBA,Ankle injury to kep SpursÛª Marjanovic out of Eurobasket htptcoUBCgEHqyN spur NBA,0
6562,injury,unknown,nflwekpicks Michael Floyds hand injury shouldnt devalue his fantasy stock Michael Floyds damaged digits won Û,nflwekpicks Michael Floyds hand injury shouldnt devalue his fantasy stock Michael Floyds damage digit won Û,0
6563,injury,Las Vegas,New post Cowboys believe Lance Dunbaramps ankle injury not serious htptcoXMCRedFXAt,New post Cowboys believe Lance Dunbaramps ankle injury not serious htptcoXMCRedFXAt,0
6564,injury,unknown,keypsters ful game Injury cut is here htpstcoYqwssOJ,keypsters ful game Injury cut be here htpstcoYqwssOJ,0
6574,injury,All Round The World,Enter the world of extreme diving ÛÓ  stories up and into the Volga River htptcogptysALfKi,Enter the world of extreme dive ÛÓ story up and into the Volga River htptcogptysALfKi,0
6578,injury,Las Vegas,New post Texans report QB batle unafected by Fosteramps injury htptcoIgHPAHnK,New post Texans report QB batle unafected by Fosteramps injury htptcoIgHPAHnK,0
6581,injury,unknown,Ben Henan carted of the field at Colts training camp No word on how serious the injury is colts nfl,Ben Henan cart of the field at Colts training camp No word on how serious the injury be colt nfl,0
6584,injury,unknown,Michael Floyd out  weks with a hand injury Cardinals htptcobnMKlPZNiP,Michael Floyd out weks with a hand injury Cardinals htptcobnMKlPZNiP,0
6587,inundated,"Bellingham, WA",ÛÏWe live in an area thatÛªs inundated with wildlifeIf people donÛªt learn how to get along or live with them htptcoKZXVDWQE,ÛÏWe live in an area thatÛªs inundate with wildlifeIf people donÛªt learn how to get along or live with them htptcoKZXVDWQE,0
6589,inundated,Searching for Rivendell,elistender Splats although originaly an April Fols joketheyre seriously considering making them after being inundated with requests,elistender Splats although originaly an April Fols joketheyre seriously consider make them after be inundate with request,0
6590,inundated,"New York, NY",TheBroklynLife Giants I just want to go to the game Enjoy it Not be harased Not be inundated with pink gear Thats al I ask,TheBroklynLife Giants I just want to go to the game Enjoy it Not be harased Not be inundate with pink gear Thats al I ask,0
6592,inundated,"Shrewsbury, England",Ryanair I am waiting to hear about my claim for compensation I have received an email saying you are inundated so there wil be a delay,Ryanair I be wait to hear about my claim for compensation I have receive an email say you be inundate so there wil be a delay,0
6595,inundated,Earth,Mexican beaches inundated with algae htptcoKcmsgrceR,Mexican beach inundate with algae htptcoKcmsgrceR,0
6599,inundated,GroÌÙdeutsches Reich,Our children are being inundated with the false ideas that homosexuality is normal and aceptable,Our child be be inundate with the false idea that homosexuality be normal and aceptable,0
6600,inundated,"Los Angeles, CA",TypeEd ben a bit inundated w Ilustrative work BUT would love to catch up ,TypeEd ben a bit inundate w Ilustrative work BUT would love to catch up,0
6606,inundated,"Beijing,China",Brutaly Honest Technology Day after day we are inundated with mesages isued via machine Phones htptcopBVbvax,Brutaly Honest Technology Day after day we be inundate with mesages isued via machine Phones htptcopBVbvax,0
6609,inundated,San Diego,So it doesnt mean inundated with twets Dictionarycoms WordoftheDay twiterpated htptcopxoQTRXqr UseYourWords author writer,So it doesnt mean inundate with twets Dictionarycoms WordoftheDay twiterpated htptcopxoQTRXqr UseYourWords author writer,0
6612,inundated,"Ottawa, Ontario",It sems that we are inundated with ideas for large wedings Smal intimate wedings are often not highlighted htptcoJshxfvly,It sems that we be inundate with idea for large wedings Smal intimate wedings be often not highlight htptcoJshxfvly,0
6615,inundated,Chicagoland,WARNING This string wil be inundated with wisdom to replenish a a leaderÛªs weary soul this day Sory NotSory GLS,WARNING This string wil be inundate with wisdom to replenish a a leaderÛªs weary soul this day Sory NotSory GLS,0
6618,inundated,"Dallas, TX",Ever notice if you folow to many fan sites they al sem to run together amp you fel like you are inundated with the same posts over amp over,Ever notice if you folow to many fan site they al sem to run together amp you fel like you be inundate with the same post over amp over,0
6620,inundated,unknown,Rosifumibhai alexeles al  of them As you can se from the pic they were clearly inundated God try though,Rosifumibhai alexeles al of them As you can se from the pic they be clearly inundate God try though,0
6623,inundated,RELEASE THE REIS  ,MY SCHOL IS INUNDATED and they wont let us go home til pm help,MY SCHOL IS INUNDATED and they wont let u go home til pm help,0
6633,inundated,That London,degres Helo I have ben inundated by people Tweting me about some Unilever thing in India I know nothing about,degres Helo I have ben inundate by people Tweting me about some Unilever thing in India I know nothing about,0
6639,inundation,unknown,EPAO MARSAC reports on Manipur flod Heavy incesant rains in Manipur have led to inundation causin htptcorhmTGd MANIPUR,EPAO MARSAC report on Manipur flod Heavy incesant rain in Manipur have lead to inundation causin htptcorhmTGd MANIPUR,1
6640,inundation,unknown,womanxking Wel youre safe in NY Avoid inundation zones in the pacific north west though,womanxking Wel youre safe in NY Avoid inundation zone in the pacific north west though,0
6641,inundation,#RoshanPakistan,Punjab government flod relief platform htptcobpGgXIk realtime information on inundation damages htptcocTThIWd,Punjab government flod relief platform htptcobpGgXIk realtime information on inundation damage htptcocTThIWd,1
6645,inundation,unknown,Inundation subtle influence distres ideasthe sociologist relative to a doer Mhl,Inundation subtle influence distres ideasthe sociologist relative to a doer Mhl,0
6650,landslide,Wickford,RoM by a landslide,RoM by a landslide,0
6651,landslide,unknown,Is this the real life Is this just fantasy Caught in a landslide No escape from reality,Is this the real life Is this just fantasy Caught in a landslide No escape from reality,0
6652,landslide,Central New Jersey,TomyGShow Burlington County ofers to purchase landslidedamaged properties in Florence htptcoxguElyxyi,TomyGShow Burlington County ofers to purchase landslidedamaged property in Florence htptcoxguElyxyi,0
6657,landslide,unknown,However piece of virtu site fixing bath give the gate display landslide on yours movement DKHQgv,However piece of virtu site fix bath give the gate display landslide on yours movement DKHQgv,0
6659,landslide,unknown,kdudakia I get that there has ben a masive turn away from Labour but that does not electoral landslide Credits tories to much and,kdudakia I get that there have ben a masive turn away from Labour but that do not electoral landslide Credits tory to much and,0
6666,landslide,unknown,WATCH Likely landslide victims denied asistance again htptcoBxiohtiCX,WATCH Likely landslide victim deny asistance again htptcoBxiohtiCX,1
6671,landslide,"New Delhi, Delhi",pretichopra chinmaykrvd many predicted landslide for nitish nd told bjp wil lose bihar nd wont even get uper castes votes,pretichopra chinmaykrvd many predict landslide for nitish nd told bjp wil lose bihar nd wont even get uper caste vote,1
6673,landslide,"Louisville, KY",Artifacts found in southern Indiana landslide near Horseshoe Casino htptcoBdBNpgPkH htptcojbCKShol,Artifacts found in southern Indiana landslide near Horseshoe Casino htptcoBdBNpgPkH htptcojbCKShol,1
6674,landslide,unknown,its actualy funy how chihaya remains a relatively static character for most of series so far and then sudenly develops like a landslide,it actualy funy how chihaya remains a relatively static character for most of series so far and then sudenly develops like a landslide,0
6677,landslide,unknown,I liked a YouTube video from seiey htptcodNWQceEW Seley Landslide,I like a YouTube video from seiey htptcodNWQceEW Seley Landslide,0
6680,landslide,Shangri-La,MartinMJ YouGov Which Tory landslide you cant POSIBLY mean the waferthin majority of GE,MartinMJ YouGov Which Tory landslide you cant POSIBLY mean the waferthin majority of GE,1
6684,landslide,"Morgantown, WV",RakestrawJef GOP That about sums it up Give them a historic landslide and they do everything King Barack wants Its just incredible,RakestrawJef GOP That about sum it up Give them a historic landslide and they do everything King Barack want Its just incredible,0
6685,landslide,unknown,omg it is I can go in dungeons with Landslide Krag now lt,omg it be I can go in dungeon with Landslide Krag now lt,0
6691,landslide,unknown, ned todos seing as how technical writing administer aps that landslide QCt,ned todos see a how technical write administer aps that landslide QCt,0
6692,landslide,unknown,Dixie Chicks Landslide can I sail through the changing ocean lides can i handle the seasons of my life htptcojRsGmTAI,Dixie Chicks Landslide can I sail through the change ocean lides can i handle the season of my life htptcojRsGmTAI,1
6696,landslide,Upper St. Clair,CecilTownship seks emergency repairs to Southpointe Boulevard landslide htptcoZjJdtso,CecilTownship seks emergency repair to Southpointe Boulevard landslide htptcoZjJdtso,1
6698,landslide,unknown,How as far as landslide high exploit even with statesmanlike cv final draft inaugural jGIsAvq,How a far a landslide high exploit even with statesmanlike cv final draft inaugural jGIsAvq,0
6704,lava,Philippines,Get excited to watch DisneyPixars LAVA an animated short before Inside Out Learn more htptcoVdXSWdRp htptcoiQBZUCvIg,Get excite to watch DisneyPixars LAVA an animate short before Inside Out Learn more htptcoVdXSWdRp htptcoiQBZUCvIg,0
6705,lava,trinity nc,MisInstinctz or mostly around lava to,MisInstinctz or mostly around lava to,0
6710,lava,unknown,I lava you kher,I lava you kher,0
6713,lava,unknown,Jordan Son of Mars Hot Lava release on  for  via htptcowBAqDzMDW KoFap htptcoBkdjKSgtj,Jordan Son of Mars Hot Lava release on for via htptcowBAqDzMDW KoFap htptcoBkdjKSgtj,0
6715,lava,"New York, NY",Watch Steaks Being Griled Over Molten Hot Lava htptcoyxnsIiXjv htptcolcMdHnl,Watch Steaks Being Griled Over Molten Hot Lava htptcoyxnsIiXjv htptcolcMdHnl,0
6717,lava,Budgam kashmir,Lavamobiles i have lava iris G ,Lavamobiles i have lava iris G,0
6718,lava,"Missouri, USA",PSA MISTI IS ABOUT TO MAKE LAVA CAKE bestdayeva,PSA MISTI IS ABOUT TO MAKE LAVA CAKE bestdayeva,0
6720,lava,somewhere over the rainbow,I lava you,I lava you,0
6728,lava,unknown,YoungHeroesID  LAVA BLAST dan POWER RED PantherAtack Mirnawan Zakiakia,YoungHeroesID LAVA BLAST dan POWER RED PantherAtack Mirnawan Zakiakia,0
6732,lava,"Los Angeles, CA",When the game tels you to stop going to the Nether by spawning you right over lava G AlienatePlays htptcorGcafqLmN,When the game tels you to stop go to the Nether by spawn you right over lava G AlienatePlays htptcorGcafqLmN,0
6733,lava,unknown,White Pink Lava Braceletm Lava Beads Bracelet Silver Tone Û htpstcoDKdmLZyRi etsymnt HandmadeJewelry htptcoWYgOUGQY,White Pink Lava Braceletm Lava Beads Bracelet Silver Tone Û htpstcoDKdmLZyRi etsymnt HandmadeJewelry htptcoWYgOUGQY,0
6739,lava,unknown,Soul gains super powers im now lava girl throws you ina chest wraped in chains amp sinks you down the the botom of the ocean,Soul gain super power im now lava girl throw you ina chest wrap in chain amp sink you down the the botom of the ocean,0
6740,lava,Indonesia,YoungHeroesID Lava Blast amp Power Red amp Mix Fruit Niastewart NRmawa PantherAtack,YoungHeroesID Lava Blast amp Power Red amp Mix Fruit Niastewart NRmawa PantherAtack,0
6741,lava,unknown,HE SAID THE DOMINOS LAVA CAKES WERE BETER THAN CULINARY CUISINE,HE SAID THE DOMINOS LAVA CAKES WERE BETER THAN CULINARY CUISINE,0
6743,lava,unknown,gracemcreave jamisonevan jaceswain laneyslife JacksonLaurie lava boy was taken,gracemcreave jamisonevan jaceswain laneyslife JacksonLaurie lava boy be take,0
6747,lava,unknown,I lava you ,I lava you,0
6750,lightning,Northwest Arkansas,It doesnt get any closer Heavy rain just barely mised TontitownGrape festival but lightning TO CLOSE TGF htptcoSzvMSRf,It doesnt get any closer Heavy rain just barely mised TontitownGrape festival but lightning TO CLOSE TGF htptcoSzvMSRf,1
6752,lightning,"Staten Island, NY",Science Info JGF Lightning reshapes rocks at the atomic level htptcoRMwlzvVHA,Science Info JGF Lightning reshapes rock at the atomic level htptcoRMwlzvVHA,1
6753,lightning,unknown,World War I bok LIGHTNING JOE An Autobiography by General J Lawton Colins htptcoaiqMhvLSm htptcobvTkDjJ,World War I bok LIGHTNING JOE An Autobiography by General J Lawton Colins htptcoaiqMhvLSm htptcobvTkDjJ,0
6755,lightning,NWA & River Valley,It doesnt get any closer Heavy rain just barely mised TontitownGrape festival but lightning TO CLOSE TGF htptcodPQIXaTX,It doesnt get any closer Heavy rain just barely mised TontitownGrape festival but lightning TO CLOSE TGF htptcodPQIXaTX,1
6761,lightning,unknown,Baby youre like lightning in a botle,Baby youre like lightning in a botle,0
6763,lightning,Winston Salem NC,Lightning rebecafav htptcoqQmDEzY,Lightning rebecafav htptcoqQmDEzY,1
6768,lightning,unknown,Southeast Regional is in a lightning delay Buckle up folks this is gona take awhile,Southeast Regional be in a lightning delay Buckle up folk this be gona take awhile,0
6770,lightning,unknown,iCASEIT MFi Certified Lightning Cable m htptcobJmvsbE htptcoWnpjkyESp,iCASEIT MFi Certified Lightning Cable m htptcobJmvsbE htptcoWnpjkyESp,0
6771,lightning,unknown,Lightning expres golf troleys fix ramify prety much multitudinal areas on thine disposed kWXGgt,Lightning expres golf troleys fix ramify prety much multitudinal area on thine dispose kWXGgt,1
6777,lightning,unknown,World War I bok LIGHTNING JOE An Autobiography by General J Lawton Colins htptcoihxkforgI htptcojDlcRuOHA,World War I bok LIGHTNING JOE An Autobiography by General J Lawton Colins htptcoihxkforgI htptcojDlcRuOHA,0
6778,lightning,"Rotterdam, The Netherlands",LtDalius after democracy,LtDalius after democracy,0
6780,lightning,unknown,BANG  Fuckin phenomenal,BANG Fuckin phenomenal,0
6782,lightning,"Philadelphia, PA",Two Films From Vilanova University Students Selected As  Student Academy Award Finalists Lightning struckÛ htptcojyQfhHmXf,Two Films From Vilanova University Students Selected As Student Academy Award Finalists Lightning struckÛ htptcojyQfhHmXf,1
6786,lightning,Northwest Arkansas,It doesnt get any closer Heavy rain just barely mised TontitownGrape festival but lightning TO CLOSE TGF htptcozMtOpKx,It doesnt get any closer Heavy rain just barely mised TontitownGrape festival but lightning TO CLOSE TGF htptcozMtOpKx,1
6791,lightning,"North Carolina, USA",Lightning htptcoDQhdEi,Lightning htptcoDQhdEi,1
6797,lightning,unknown,Folowtheblonde reba RED THUNDER AND BLONDE LIGHTNING BACK IN ACTION,Folowtheblonde reba RED THUNDER AND BLONDE LIGHTNING BACK IN ACTION,0
6798,lightning,"Leesburg, FL",Lesburg Lightning and Altamonte Springs Bom scoreles in seventh ining in FCSL playofs,Lesburg Lightning and Altamonte Springs Bom scoreles in seventh ining in FCSL playofs,0
6803,loud%20bang,"Nashville, Tenn.",Son to be loud bang as backpack detonated,Son to be loud bang a backpack detonate,0
6805,loud%20bang,Kenya,iBliz Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,iBliz Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6812,loud%20bang,Kenya,TksgS Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,TksgS Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6816,loud%20bang,Kenya,kmatakobot Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,kmatakobot Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6818,loud%20bang,Kenya,kilud Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,kilud Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6822,loud%20bang,Kenya,Kimanzi Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,Kimanzi Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6825,loud%20bang,Kenya,shrnclbautista Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,shrnclbautista Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6826,loud%20bang,Kenya,tarmineta Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,tarmineta Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6827,loud%20bang,Kenya,matakomilk Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,matakomilk Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6829,loud%20bang,Kenya,SunOfGod Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,SunOfGod Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6831,loud%20bang,in your dreams,I just heard a realy loud bang outside my bedrom dor and Im afraid,I just heard a realy loud bang outside my bedrom dor and Im afraid,0
6836,loud%20bang,unknown,Man Hears a Loud Bang Finds a Newborn Baby in a Dumpster htptcoWolmBV via ijreview,Man Hears a Loud Bang Finds a Newborn Baby in a Dumpster htptcoWolmBV via ijreview,0
6838,loud%20bang,unknown,Schol Bouta Start Back To These Ignorant As Kids Loud Ugly Want Be Sen Girls Nigas That Want Be Down Agravating As Teachers ,Schol Bouta Start Back To These Ignorant As Kids Loud Ugly Want Be Sen Girls Nigas That Want Be Down Agravating As Teachers,0
6840,loud%20bang,Santa Cruz ,loud bang from coworkers desk everyone snickers,loud bang from coworkers desk everyone snicker,0
6842,loud%20bang,unknown,Hears loud bang upstairs goes outside ses nd flor window open checks every rom with a basebal bat in hand,Hears loud bang upstairs go outside s nd flor window open check every rom with a basebal bat in hand,0
6846,loud%20bang,Kenya,JohnMtaita Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbours as,JohnMtaita Breaking news Unconfirmed I just heard a loud bang nearby in what apears to be a blast of wind from my neighbour a,0
6851,mass%20murder,"Detroit, Mi",AMAS JDmarsh just cary a gun No way you get charged when you stop a mas murder,AMAS JDmarsh just cary a gun No way you get charge when you stop a ma murder,1
6853,mass%20murder,unknown,Candlelight vigil at my house tonight for the victims of the mas ant murder by me in my bathrom sink There wil be snacks,Candlelight vigil at my house tonight for the victim of the ma ant murder by me in my bathrom sink There wil be snack,1
6856,mass%20murder,"Raleigh, North Carolina, USA",Alexthemurder i start making displeased absol noises as i strugle to get out of my own twisted mas of blankets and shets,Alexthemurder i start make displeased absol noise a i strugle to get out of my own twist ma of blanket and shets,0
6859,mass%20murder,unknown,noahanyname Socialism means mas murder Houze that for corelation,noahanyname Socialism mean ma murder Houze that for corelation,1
6865,mass%20murder,The Three Broomsticks ,Watching Murder in the First and you get the perspective from the family of the mas shoter personits crazy the pain theyre in,Watching Murder in the First and you get the perspective from the family of the ma shoter personits crazy the pain theyre in,1
6866,mass%20murder,unknown,RedScareBot Duck and Cover RT tanstafl noahanyname Socialism means mas murder Houze that for corelation,RedScareBot Duck and Cover RT tanstafl noahanyname Socialism mean ma murder Houze that for corelation,1
6868,mass%20murder,Somewhere on the Earth, yrs since the atomic bombing of Hiroshima Terible mas murder,yr since the atomic bombing of Hiroshima Terible ma murder,1
6869,mass%20murder,unknown,Prompt and uter mas murder htpstcoBRUtUzUy,Prompt and uter ma murder htpstcoBRUtUzUy,1
6871,mass%20murder,NYC,Plane debris is from MH it was a controled crash In other words it was mas murder by a musim htptcoJxFDgCWF newscomauHQ,Plane debris be from MH it be a control crash In other word it be ma murder by a musim htptcoJxFDgCWF newscomauHQ,1
6873,mass%20murder,17 year old anti-theist.,Rawrhem I can give you verses directly from the Quran that mandate terorism masmurder masrape genocide etc Would you like them,Rawrhem I can give you verse directly from the Quran that mandate terorism masmurder masrape genocide etc Would you like them,1
6886,mass%20murder,Realville,Conservatexian Farakhan caling for  men to rise up amp comit mas murder htptcogVWNhBS,Conservatexian Farakhan caling for men to rise up amp comit ma murder htptcogVWNhBS,1
6887,mass%20murder,Anonymous,htptcoFhIqBpwFH FredOlsenCruise Please take the FaroeIslands of your itinerary until the mas murder of dolphins amp whales stops,htptcoFhIqBpwFH FredOlsenCruise Please take the FaroeIslands of your itinerary until the ma murder of dolphin amp whale stop,1
6888,mass%20murder,unknown,Cynicalreality when the subject is mas murder LetsBeRational MishaWeler lr,Cynicalreality when the subject be ma murder LetsBeRational MishaWeler lr,1
6889,mass%20murder,"Albany, Western Australia",Today marks  years since the mas murder of  civilians in Hiroshima The bombing of Hiroshima and Nagasaki did NOT end W,Today mark year since the ma murder of civilian in Hiroshima The bombing of Hiroshima and Nagasaki do NOT end W,1
6891,mass%20murder,The Real World,CamPeper RiceChrispies Then he would go to jail But that wasnt a mas murder was it It was a mistake that he made and he doesnt,CamPeper RiceChrispies Then he would go to jail But that wasnt a ma murder be it It be a mistake that he make and he doesnt,1
6894,mass%20murder,unknown,Amazing how smug this guy is about the use of mas murder as a global power play htpstcoAlTBJyB,Amazing how smug this guy be about the use of ma murder a a global power play htpstcoAlTBJyB,1
6895,mass%20murder,unknown,Like bro they just comited a mas murder You think theyre gona be scared to get guns ilegaly ,Like bro they just comited a ma murder You think theyre gona be scar to get gun ilegaly,0
6899,mass%20murderer,U.S.,RT greta Movement to impeach SA Pres Zuma ÛÒ acused of helping mas murderer Pres Bashir of Sudan escape genoÛ htptcopnxhxlXuP,RT greta Movement to impeach SA Pres Zuma ÛÒ acused of help ma murderer Pres Bashir of Sudan escape genoÛ htptcopnxhxlXuP,0
6901,mass%20murderer,Islamabad Pakistan,Asad is also a mas murderer htpstcodZOReZpxvR,Asad be also a ma murderer htpstcodZOReZpxvR,1
6902,mass%20murderer,Pedophilia,RT EmekaGift VPSay NO to President Obama hosting Muhamadu Buhari the pedophile terorist amp masmurderer,RT EmekaGift VPSay NO to President Obama host Muhamadu Buhari the pedophile terorist amp masmurderer,1
6904,mass%20murderer,unknown,So shoting up movie theaters the new mas murderer wave,So shoting up movie theater the new ma murderer wave,1
6906,mass%20murderer,unknown,APara So you are stereotyping the people Are you a mas murderer like todays shoter,APara So you be stereotype the people Are you a ma murderer like today shoter,1
6922,mass%20murderer,Reaching for the stars ,So wait he realy not gona tel his wife that he is a mas murderer now and a cheat derailed itvIm done with this film ,So wait he realy not gona tel his wife that he be a ma murderer now and a cheat derail itvIm do with this film,0
6923,mass%20murderer,Still on my laptop,This is worth a reread A MASMURDERER By Stuart Syvret htptcoCUAyjrXt via gojamiam,This be worth a reread A MASMURDERER By Stuart Syvret htptcoCUAyjrXt via gojamiam,0
6924,mass%20murderer,"Pittsburgh, PA",A Tomb Raider Uncharted game where Lara Croft Nathan Drake is finaly on the run for being a ruthles mas murderer in the recent games,A Tomb Raider Uncharted game where Lara Croft Nathan Drake be finaly on the run for be a ruthles ma murderer in the recent game,0
6927,mass%20murderer,unknown,I am disgusted by libertarianism and CatoInstitute for celebrating a mas murderer of inocents today,I be disgust by libertarianism and CatoInstitute for celebrate a ma murderer of inocents today,1
6934,mass%20murderer,"Fukushima, JAPAN",Mas murderer had sex without touching each other or taking their clothes of because he was so fanatical on hygiene htptcoRfewQRGzbs,Mas murderer have sex without touch each other or take their clothes of because he be so fanatical on hygiene htptcoRfewQRGzbs,0
6938,mass%20murderer,unknown,Sounds prety sensible for a mas murderer htpstcoqZxFYSIU,Sounds prety sensible for a ma murderer htpstcoqZxFYSIU,0
6941,mass%20murderer,"Denver, CO",Just now convicted mas murderer James Holmes told the judge he wont use his right to ask jury for mercy in his own words TheaterTrial,Just now convict ma murderer James Holmes told the judge he wont use his right to ask jury for mercy in his own word TheaterTrial,0
6942,mass%20murderer,england,also loki is treated to nicely for the fandom as a mas murderer but we al know why ,also loki be treat to nicely for the fandom a a ma murderer but we al know why,0
